x1,y1,x2,y2,cnt,cdate,ftime,sin,o,d
121.5136,25.2331,121.4576,25.0115,0,20170927,8,上班尖峰,三芝區,板橋區
121.5136,25.2331,121.3510,25.1015,0,20170927,8,上班尖峰,三芝區,林口區
121.5136,25.2331,121.4013,24.9802,0,20170927,8,上班尖峰,三芝區,樹林區
121.5136,25.2331,121.5157,25.0079,0,20170927,8,上班尖峰,三芝區,永和區
121.5136,25.2331,121.6552,25.0733,0,20170927,8,上班尖峰,三芝區,汐止區
121.5136,25.2331,121.4164,25.0558,0,20170927,8,上班尖峰,三芝區,泰山區
121.5136,25.2331,121.4626,25.1900,0,20170927,8,上班尖峰,三芝區,淡水區
121.5136,25.2331,121.6199,24.9981,0,20170927,8,上班尖峰,三芝區,深坑區
121.5136,25.2331,121.5412,24.7882,0,20170927,8,上班尖峰,三芝區,烏來區
121.5136,25.2331,121.8265,25.1005,0,20170927,8,上班尖峰,三芝區,瑞芳區
121.5136,25.2331,121.6472,24.9470,0,20170927,8,上班尖峰,三芝區,石碇區
121.5136,25.2331,121.5681,25.2673,0,20170927,8,上班尖峰,三芝區,石門區
121.5136,25.2331,121.4968,25.0283,0,20170927,8,上班尖峰,三芝區,萬華區
121.5136,25.2331,121.6458,25.1771,0,20170927,8,上班尖峰,三芝區,萬里區
121.5136,25.2331,121.4715,25.0894,0,20170927,8,上班尖峰,三芝區,蘆洲區
121.5136,25.2331,121.9207,25.0259,0,20170927,8,上班尖峰,三芝區,貢寮區
121.5136,25.2331,121.6070,25.2182,0,20170927,8,上班尖峰,三芝區,金山區
121.5136,25.2331,121.8328,24.9972,0,20170927,8,上班尖峰,三芝區,雙溪區
121.5136,25.2331,121.3468,24.9571,0,20170927,8,上班尖峰,三芝區,鶯歌區
121.4874,25.0631,121.4164,24.8824,0,20170927,8,上班尖峰,三重區,三峽區
121.4874,25.0631,121.5136,25.2331,0,20170927,8,上班尖峰,三重區,三芝區
121.4874,25.0631,121.4874,25.0631,30,20170927,8,上班尖峰,三重區,三重區
121.4874,25.0631,121.4940,24.9906,2,20170927,8,上班尖峰,三重區,中和區
121.4874,25.0631,121.5385,25.0702,15,20170927,8,上班尖峰,三重區,中山區
121.4874,25.0631,121.5198,25.0320,6,20170927,8,上班尖峰,三重區,中正區
121.4874,25.0631,121.4331,25.0962,0,20170927,8,上班尖峰,三重區,五股區
121.4874,25.0631,121.5717,25.0304,257,20170927,8,上班尖峰,三重區,信義區
121.4874,25.0631,121.5924,25.0841,4,20170927,8,上班尖峰,三重區,內湖區
121.4874,25.0631,121.4118,25.1389,0,20170927,8,上班尖峰,三重區,八里區
121.4874,25.0631,121.5173,25.1474,1,20170927,8,上班尖峰,三重區,北投區
121.4874,25.0631,121.6094,25.0364,4,20170927,8,上班尖峰,三重區,南港區
121.4874,25.0631,121.4455,24.9644,0,20170927,8,上班尖峰,三重區,土城區
121.4874,25.0631,121.7240,24.9107,0,20170927,8,上班尖峰,三重區,坪林區
121.4874,25.0631,121.5515,25.1257,3,20170927,8,上班尖峰,三重區,士林區
121.4874,25.0631,121.5139,25.0622,4,20170927,8,上班尖峰,三重區,大同區
121.4874,25.0631,121.5438,25.0256,332,20170927,8,上班尖峰,三重區,大安區
121.4874,25.0631,121.7578,25.0260,0,20170927,8,上班尖峰,三重區,平溪區
121.4874,25.0631,121.5744,24.9882,20,20170927,8,上班尖峰,三重區,文山區
121.4874,25.0631,121.5318,24.9305,5,20170927,8,上班尖峰,三重區,新店區
121.4874,25.0631,121.4381,25.0354,3,20170927,8,上班尖峰,三重區,新莊區
121.4874,25.0631,121.5578,25.0587,6,20170927,8,上班尖峰,三重區,松山區
121.4874,25.0631,121.4576,25.0115,1,20170927,8,上班尖峰,三重區,板橋區
121.4874,25.0631,121.3510,25.1015,1,20170927,8,上班尖峰,三重區,林口區
121.4874,25.0631,121.4013,24.9802,0,20170927,8,上班尖峰,三重區,樹林區
121.4874,25.0631,121.5157,25.0079,2,20170927,8,上班尖峰,三重區,永和區
121.4874,25.0631,121.6552,25.0733,1,20170927,8,上班尖峰,三重區,汐止區
121.4874,25.0631,121.4164,25.0558,0,20170927,8,上班尖峰,三重區,泰山區
121.4874,25.0631,121.4626,25.1900,0,20170927,8,上班尖峰,三重區,淡水區
121.4874,25.0631,121.6199,24.9981,2,20170927,8,上班尖峰,三重區,深坑區
121.4874,25.0631,121.5412,24.7882,0,20170927,8,上班尖峰,三重區,烏來區
121.4874,25.0631,121.8265,25.1005,0,20170927,8,上班尖峰,三重區,瑞芳區
121.4874,25.0631,121.6472,24.9470,0,20170927,8,上班尖峰,三重區,石碇區
121.4874,25.0631,121.5681,25.2673,0,20170927,8,上班尖峰,三重區,石門區
121.4874,25.0631,121.4968,25.0283,5,20170927,8,上班尖峰,三重區,萬華區
121.4874,25.0631,121.6458,25.1771,0,20170927,8,上班尖峰,三重區,萬里區
121.4874,25.0631,121.4715,25.0894,1,20170927,8,上班尖峰,三重區,蘆洲區
121.4874,25.0631,121.9207,25.0259,0,20170927,8,上班尖峰,三重區,貢寮區
121.4874,25.0631,121.6070,25.2182,0,20170927,8,上班尖峰,三重區,金山區
121.4874,25.0631,121.8328,24.9972,0,20170927,8,上班尖峰,三重區,雙溪區
121.4874,25.0631,121.3468,24.9571,0,20170927,8,上班尖峰,三重區,鶯歌區
121.4940,24.9906,121.4164,24.8824,0,20170927,8,上班尖峰,中和區,三峽區
121.4940,24.9906,121.5136,25.2331,0,20170927,8,上班尖峰,中和區,三芝區
121.4940,24.9906,121.4874,25.0631,2,20170927,8,上班尖峰,中和區,三重區
121.4940,24.9906,121.4940,24.9906,52,20170927,8,上班尖峰,中和區,中和區
121.4940,24.9906,121.5385,25.0702,41,20170927,8,上班尖峰,中和區,中山區
121.4940,24.9906,121.5198,25.0320,12,20170927,8,上班尖峰,中和區,中正區
121.4940,24.9906,121.4331,25.0962,1,20170927,8,上班尖峰,中和區,五股區
121.4940,24.9906,121.5717,25.0304,450,20170927,8,上班尖峰,中和區,信義區
121.4940,24.9906,121.5924,25.0841,139,20170927,8,上班尖峰,中和區,內湖區
121.4940,24.9906,121.4118,25.1389,1,20170927,8,上班尖峰,中和區,八里區
121.4940,24.9906,121.5173,25.1474,2,20170927,8,上班尖峰,中和區,北投區
121.4940,24.9906,121.6094,25.0364,14,20170927,8,上班尖峰,中和區,南港區
121.4940,24.9906,121.4455,24.9644,0,20170927,8,上班尖峰,中和區,土城區
121.4940,24.9906,121.7240,24.9107,0,20170927,8,上班尖峰,中和區,坪林區
121.4940,24.9906,121.5515,25.1257,2,20170927,8,上班尖峰,中和區,士林區
121.4940,24.9906,121.5139,25.0622,2,20170927,8,上班尖峰,中和區,大同區
121.4940,24.9906,121.5438,25.0256,454,20170927,8,上班尖峰,中和區,大安區
121.4940,24.9906,121.7578,25.0260,0,20170927,8,上班尖峰,中和區,平溪區
121.4940,24.9906,121.5744,24.9882,17,20170927,8,上班尖峰,中和區,文山區
121.4940,24.9906,121.5318,24.9305,5,20170927,8,上班尖峰,中和區,新店區
121.4940,24.9906,121.4381,25.0354,3,20170927,8,上班尖峰,中和區,新莊區
121.4940,24.9906,121.5578,25.0587,62,20170927,8,上班尖峰,中和區,松山區
121.4940,24.9906,121.4576,25.0115,3,20170927,8,上班尖峰,中和區,板橋區
121.4940,24.9906,121.3510,25.1015,0,20170927,8,上班尖峰,中和區,林口區
121.4940,24.9906,121.4013,24.9802,0,20170927,8,上班尖峰,中和區,樹林區
121.4940,24.9906,121.5157,25.0079,11,20170927,8,上班尖峰,中和區,永和區
121.4940,24.9906,121.6552,25.0733,2,20170927,8,上班尖峰,中和區,汐止區
121.4940,24.9906,121.4164,25.0558,1,20170927,8,上班尖峰,中和區,泰山區
121.4940,24.9906,121.4626,25.1900,0,20170927,8,上班尖峰,中和區,淡水區
121.4940,24.9906,121.6199,24.9981,0,20170927,8,上班尖峰,中和區,深坑區
121.4940,24.9906,121.5412,24.7882,0,20170927,8,上班尖峰,中和區,烏來區
121.4940,24.9906,121.8265,25.1005,0,20170927,8,上班尖峰,中和區,瑞芳區
121.4940,24.9906,121.6472,24.9470,2,20170927,8,上班尖峰,中和區,石碇區
121.4940,24.9906,121.5681,25.2673,0,20170927,8,上班尖峰,中和區,石門區
121.4940,24.9906,121.4968,25.0283,6,20170927,8,上班尖峰,中和區,萬華區
121.4940,24.9906,121.6458,25.1771,0,20170927,8,上班尖峰,中和區,萬里區
121.4940,24.9906,121.4715,25.0894,0,20170927,8,上班尖峰,中和區,蘆洲區
121.4940,24.9906,121.9207,25.0259,0,20170927,8,上班尖峰,中和區,貢寮區
121.4940,24.9906,121.6070,25.2182,0,20170927,8,上班尖峰,中和區,金山區
121.4940,24.9906,121.8328,24.9972,0,20170927,8,上班尖峰,中和區,雙溪區
121.4940,24.9906,121.3468,24.9571,0,20170927,8,上班尖峰,中和區,鶯歌區
121.5385,25.0702,121.4164,24.8824,0,20170927,8,上班尖峰,中山區,三峽區
121.5385,25.0702,121.5136,25.2331,0,20170927,8,上班尖峰,中山區,三芝區
121.5385,25.0702,121.4874,25.0631,1,20170927,8,上班尖峰,中山區,三重區
121.5385,25.0702,121.4940,24.9906,2,20170927,8,上班尖峰,中山區,中和區
121.5385,25.0702,121.5385,25.0702,38,20170927,8,上班尖峰,中山區,中山區
121.5385,25.0702,121.5198,25.0320,9,20170927,8,上班尖峰,中山區,中正區
121.5385,25.0702,121.4331,25.0962,0,20170927,8,上班尖峰,中山區,五股區
121.5385,25.0702,121.5717,25.0304,257,20170927,8,上班尖峰,中山區,信義區
121.5385,25.0702,121.5924,25.0841,6,20170927,8,上班尖峰,中山區,內湖區
121.5385,25.0702,121.4118,25.1389,0,20170927,8,上班尖峰,中山區,八里區
121.5385,25.0702,121.5173,25.1474,1,20170927,8,上班尖峰,中山區,北投區
121.5385,25.0702,121.6094,25.0364,3,20170927,8,上班尖峰,中山區,南港區
121.5385,25.0702,121.4455,24.9644,1,20170927,8,上班尖峰,中山區,土城區
121.5385,25.0702,121.7240,24.9107,0,20170927,8,上班尖峰,中山區,坪林區
121.5385,25.0702,121.5515,25.1257,1,20170927,8,上班尖峰,中山區,士林區
121.5385,25.0702,121.5139,25.0622,4,20170927,8,上班尖峰,中山區,大同區
121.5385,25.0702,121.5438,25.0256,262,20170927,8,上班尖峰,中山區,大安區
121.5385,25.0702,121.7578,25.0260,0,20170927,8,上班尖峰,中山區,平溪區
121.5385,25.0702,121.5744,24.9882,3,20170927,8,上班尖峰,中山區,文山區
121.5385,25.0702,121.5318,24.9305,0,20170927,8,上班尖峰,中山區,新店區
121.5385,25.0702,121.4381,25.0354,0,20170927,8,上班尖峰,中山區,新莊區
121.5385,25.0702,121.5578,25.0587,11,20170927,8,上班尖峰,中山區,松山區
121.5385,25.0702,121.4576,25.0115,0,20170927,8,上班尖峰,中山區,板橋區
121.5385,25.0702,121.3510,25.1015,1,20170927,8,上班尖峰,中山區,林口區
121.5385,25.0702,121.4013,24.9802,0,20170927,8,上班尖峰,中山區,樹林區
121.5385,25.0702,121.5157,25.0079,0,20170927,8,上班尖峰,中山區,永和區
121.5385,25.0702,121.6552,25.0733,1,20170927,8,上班尖峰,中山區,汐止區
121.5385,25.0702,121.4164,25.0558,0,20170927,8,上班尖峰,中山區,泰山區
121.5385,25.0702,121.4626,25.1900,0,20170927,8,上班尖峰,中山區,淡水區
121.5385,25.0702,121.6199,24.9981,1,20170927,8,上班尖峰,中山區,深坑區
121.5385,25.0702,121.5412,24.7882,0,20170927,8,上班尖峰,中山區,烏來區
121.5385,25.0702,121.8265,25.1005,0,20170927,8,上班尖峰,中山區,瑞芳區
121.5385,25.0702,121.6472,24.9470,0,20170927,8,上班尖峰,中山區,石碇區
121.5385,25.0702,121.5681,25.2673,0,20170927,8,上班尖峰,中山區,石門區
121.5385,25.0702,121.4968,25.0283,0,20170927,8,上班尖峰,中山區,萬華區
121.5385,25.0702,121.6458,25.1771,0,20170927,8,上班尖峰,中山區,萬里區
121.5385,25.0702,121.4715,25.0894,0,20170927,8,上班尖峰,中山區,蘆洲區
121.5385,25.0702,121.9207,25.0259,0,20170927,8,上班尖峰,中山區,貢寮區
121.5385,25.0702,121.6070,25.2182,0,20170927,8,上班尖峰,中山區,金山區
121.5385,25.0702,121.8328,24.9972,0,20170927,8,上班尖峰,中山區,雙溪區
121.5385,25.0702,121.3468,24.9571,0,20170927,8,上班尖峰,中山區,鶯歌區
121.5198,25.0320,121.4164,24.8824,0,20170927,8,上班尖峰,中正區,三峽區
121.5198,25.0320,121.5136,25.2331,0,20170927,8,上班尖峰,中正區,三芝區
121.5198,25.0320,121.4874,25.0631,2,20170927,8,上班尖峰,中正區,三重區
121.5198,25.0320,121.4940,24.9906,1,20170927,8,上班尖峰,中正區,中和區
121.5198,25.0320,121.5385,25.0702,29,20170927,8,上班尖峰,中正區,中山區
121.5198,25.0320,121.5198,25.0320,109,20170927,8,上班尖峰,中正區,中正區
121.5198,25.0320,121.4331,25.0962,0,20170927,8,上班尖峰,中正區,五股區
121.5198,25.0320,121.5717,25.0304,277,20170927,8,上班尖峰,中正區,信義區
121.5198,25.0320,121.5924,25.0841,44,20170927,8,上班尖峰,中正區,內湖區
121.5198,25.0320,121.4118,25.1389,0,20170927,8,上班尖峰,中正區,八里區
121.5198,25.0320,121.5173,25.1474,2,20170927,8,上班尖峰,中正區,北投區
121.5198,25.0320,121.6094,25.0364,12,20170927,8,上班尖峰,中正區,南港區
121.5198,25.0320,121.4455,24.9644,3,20170927,8,上班尖峰,中正區,土城區
121.5198,25.0320,121.7240,24.9107,0,20170927,8,上班尖峰,中正區,坪林區
121.5198,25.0320,121.5515,25.1257,1,20170927,8,上班尖峰,中正區,士林區
121.5198,25.0320,121.5139,25.0622,1,20170927,8,上班尖峰,中正區,大同區
121.5198,25.0320,121.5438,25.0256,304,20170927,8,上班尖峰,中正區,大安區
121.5198,25.0320,121.7578,25.0260,0,20170927,8,上班尖峰,中正區,平溪區
121.5198,25.0320,121.5744,24.9882,10,20170927,8,上班尖峰,中正區,文山區
121.5198,25.0320,121.5318,24.9305,4,20170927,8,上班尖峰,中正區,新店區
121.5198,25.0320,121.4381,25.0354,1,20170927,8,上班尖峰,中正區,新莊區
121.5198,25.0320,121.5578,25.0587,67,20170927,8,上班尖峰,中正區,松山區
121.5198,25.0320,121.4576,25.0115,2,20170927,8,上班尖峰,中正區,板橋區
121.5198,25.0320,121.3510,25.1015,0,20170927,8,上班尖峰,中正區,林口區
121.5198,25.0320,121.4013,24.9802,0,20170927,8,上班尖峰,中正區,樹林區
121.5198,25.0320,121.5157,25.0079,3,20170927,8,上班尖峰,中正區,永和區
121.5198,25.0320,121.6552,25.0733,4,20170927,8,上班尖峰,中正區,汐止區
121.5198,25.0320,121.4164,25.0558,0,20170927,8,上班尖峰,中正區,泰山區
121.5198,25.0320,121.4626,25.1900,0,20170927,8,上班尖峰,中正區,淡水區
121.5198,25.0320,121.6199,24.9981,0,20170927,8,上班尖峰,中正區,深坑區
121.5198,25.0320,121.5412,24.7882,0,20170927,8,上班尖峰,中正區,烏來區
121.5198,25.0320,121.8265,25.1005,2,20170927,8,上班尖峰,中正區,瑞芳區
121.5198,25.0320,121.6472,24.9470,0,20170927,8,上班尖峰,中正區,石碇區
121.5198,25.0320,121.5681,25.2673,0,20170927,8,上班尖峰,中正區,石門區
121.5198,25.0320,121.4968,25.0283,3,20170927,8,上班尖峰,中正區,萬華區
121.5198,25.0320,121.6458,25.1771,0,20170927,8,上班尖峰,中正區,萬里區
121.5198,25.0320,121.4715,25.0894,0,20170927,8,上班尖峰,中正區,蘆洲區
121.5198,25.0320,121.9207,25.0259,0,20170927,8,上班尖峰,中正區,貢寮區
121.5198,25.0320,121.6070,25.2182,0,20170927,8,上班尖峰,中正區,金山區
121.5198,25.0320,121.8328,24.9972,0,20170927,8,上班尖峰,中正區,雙溪區
121.5198,25.0320,121.3468,24.9571,0,20170927,8,上班尖峰,中正區,鶯歌區
121.4331,25.0962,121.4164,24.8824,0,20170927,8,上班尖峰,五股區,三峽區
121.4331,25.0962,121.5136,25.2331,0,20170927,8,上班尖峰,五股區,三芝區
121.4331,25.0962,121.4874,25.0631,1,20170927,8,上班尖峰,五股區,三重區
121.4331,25.0962,121.4940,24.9906,0,20170927,8,上班尖峰,五股區,中和區
121.4331,25.0962,121.5385,25.0702,4,20170927,8,上班尖峰,五股區,中山區
121.4331,25.0962,121.5198,25.0320,3,20170927,8,上班尖峰,五股區,中正區
121.4331,25.0962,121.4331,25.0962,3,20170927,8,上班尖峰,五股區,五股區
121.4331,25.0962,121.5717,25.0304,31,20170927,8,上班尖峰,五股區,信義區
121.4331,25.0962,121.5924,25.0841,0,20170927,8,上班尖峰,五股區,內湖區
121.4331,25.0962,121.4118,25.1389,0,20170927,8,上班尖峰,五股區,八里區
121.4331,25.0962,121.5173,25.1474,1,20170927,8,上班尖峰,五股區,北投區
121.4331,25.0962,121.6094,25.0364,1,20170927,8,上班尖峰,五股區,南港區
121.4331,25.0962,121.4455,24.9644,0,20170927,8,上班尖峰,五股區,土城區
121.4331,25.0962,121.7240,24.9107,0,20170927,8,上班尖峰,五股區,坪林區
121.4331,25.0962,121.5515,25.1257,1,20170927,8,上班尖峰,五股區,士林區
121.4331,25.0962,121.5139,25.0622,0,20170927,8,上班尖峰,五股區,大同區
121.4331,25.0962,121.5438,25.0256,40,20170927,8,上班尖峰,五股區,大安區
121.4331,25.0962,121.7578,25.0260,0,20170927,8,上班尖峰,五股區,平溪區
121.4331,25.0962,121.5744,24.9882,1,20170927,8,上班尖峰,五股區,文山區
121.4331,25.0962,121.5318,24.9305,1,20170927,8,上班尖峰,五股區,新店區
121.4331,25.0962,121.4381,25.0354,0,20170927,8,上班尖峰,五股區,新莊區
121.4331,25.0962,121.5578,25.0587,5,20170927,8,上班尖峰,五股區,松山區
121.4331,25.0962,121.4576,25.0115,0,20170927,8,上班尖峰,五股區,板橋區
121.4331,25.0962,121.3510,25.1015,0,20170927,8,上班尖峰,五股區,林口區
121.4331,25.0962,121.4013,24.9802,0,20170927,8,上班尖峰,五股區,樹林區
121.4331,25.0962,121.5157,25.0079,0,20170927,8,上班尖峰,五股區,永和區
121.4331,25.0962,121.6552,25.0733,0,20170927,8,上班尖峰,五股區,汐止區
121.4331,25.0962,121.4164,25.0558,0,20170927,8,上班尖峰,五股區,泰山區
121.4331,25.0962,121.4626,25.1900,0,20170927,8,上班尖峰,五股區,淡水區
121.4331,25.0962,121.6199,24.9981,0,20170927,8,上班尖峰,五股區,深坑區
121.4331,25.0962,121.5412,24.7882,0,20170927,8,上班尖峰,五股區,烏來區
121.4331,25.0962,121.8265,25.1005,1,20170927,8,上班尖峰,五股區,瑞芳區
121.4331,25.0962,121.6472,24.9470,0,20170927,8,上班尖峰,五股區,石碇區
121.4331,25.0962,121.5681,25.2673,0,20170927,8,上班尖峰,五股區,石門區
121.4331,25.0962,121.4968,25.0283,2,20170927,8,上班尖峰,五股區,萬華區
121.4331,25.0962,121.6458,25.1771,0,20170927,8,上班尖峰,五股區,萬里區
121.4331,25.0962,121.4715,25.0894,0,20170927,8,上班尖峰,五股區,蘆洲區
121.4331,25.0962,121.9207,25.0259,0,20170927,8,上班尖峰,五股區,貢寮區
121.4331,25.0962,121.6070,25.2182,0,20170927,8,上班尖峰,五股區,金山區
121.4331,25.0962,121.8328,24.9972,0,20170927,8,上班尖峰,五股區,雙溪區
121.4331,25.0962,121.3468,24.9571,0,20170927,8,上班尖峰,五股區,鶯歌區
121.5717,25.0304,121.4164,24.8824,0,20170927,8,上班尖峰,信義區,三峽區
121.5717,25.0304,121.5136,25.2331,0,20170927,8,上班尖峰,信義區,三芝區
121.5717,25.0304,121.4874,25.0631,0,20170927,8,上班尖峰,信義區,三重區
121.5717,25.0304,121.4940,24.9906,1,20170927,8,上班尖峰,信義區,中和區
121.5717,25.0304,121.5385,25.0702,4,20170927,8,上班尖峰,信義區,中山區
121.5717,25.0304,121.5198,25.0320,11,20170927,8,上班尖峰,信義區,中正區
121.5717,25.0304,121.4331,25.0962,0,20170927,8,上班尖峰,信義區,五股區
121.5717,25.0304,121.5717,25.0304,120,20170927,8,上班尖峰,信義區,信義區
121.5717,25.0304,121.5924,25.0841,6,20170927,8,上班尖峰,信義區,內湖區
121.5717,25.0304,121.4118,25.1389,0,20170927,8,上班尖峰,信義區,八里區
121.5717,25.0304,121.5173,25.1474,1,20170927,8,上班尖峰,信義區,北投區
121.5717,25.0304,121.6094,25.0364,6,20170927,8,上班尖峰,信義區,南港區
121.5717,25.0304,121.4455,24.9644,0,20170927,8,上班尖峰,信義區,土城區
121.5717,25.0304,121.7240,24.9107,0,20170927,8,上班尖峰,信義區,坪林區
121.5717,25.0304,121.5515,25.1257,4,20170927,8,上班尖峰,信義區,士林區
121.5717,25.0304,121.5139,25.0622,1,20170927,8,上班尖峰,信義區,大同區
121.5717,25.0304,121.5438,25.0256,73,20170927,8,上班尖峰,信義區,大安區
121.5717,25.0304,121.7578,25.0260,1,20170927,8,上班尖峰,信義區,平溪區
121.5717,25.0304,121.5744,24.9882,0,20170927,8,上班尖峰,信義區,文山區
121.5717,25.0304,121.5318,24.9305,1,20170927,8,上班尖峰,信義區,新店區
121.5717,25.0304,121.4381,25.0354,1,20170927,8,上班尖峰,信義區,新莊區
121.5717,25.0304,121.5578,25.0587,8,20170927,8,上班尖峰,信義區,松山區
121.5717,25.0304,121.4576,25.0115,2,20170927,8,上班尖峰,信義區,板橋區
121.5717,25.0304,121.3510,25.1015,1,20170927,8,上班尖峰,信義區,林口區
121.5717,25.0304,121.4013,24.9802,0,20170927,8,上班尖峰,信義區,樹林區
121.5717,25.0304,121.5157,25.0079,1,20170927,8,上班尖峰,信義區,永和區
121.5717,25.0304,121.6552,25.0733,2,20170927,8,上班尖峰,信義區,汐止區
121.5717,25.0304,121.4164,25.0558,0,20170927,8,上班尖峰,信義區,泰山區
121.5717,25.0304,121.4626,25.1900,0,20170927,8,上班尖峰,信義區,淡水區
121.5717,25.0304,121.6199,24.9981,0,20170927,8,上班尖峰,信義區,深坑區
121.5717,25.0304,121.5412,24.7882,0,20170927,8,上班尖峰,信義區,烏來區
121.5717,25.0304,121.8265,25.1005,0,20170927,8,上班尖峰,信義區,瑞芳區
121.5717,25.0304,121.6472,24.9470,0,20170927,8,上班尖峰,信義區,石碇區
121.5717,25.0304,121.5681,25.2673,0,20170927,8,上班尖峰,信義區,石門區
121.5717,25.0304,121.4968,25.0283,3,20170927,8,上班尖峰,信義區,萬華區
121.5717,25.0304,121.6458,25.1771,0,20170927,8,上班尖峰,信義區,萬里區
121.5717,25.0304,121.4715,25.0894,0,20170927,8,上班尖峰,信義區,蘆洲區
121.5717,25.0304,121.9207,25.0259,0,20170927,8,上班尖峰,信義區,貢寮區
121.5717,25.0304,121.6070,25.2182,0,20170927,8,上班尖峰,信義區,金山區
121.5717,25.0304,121.8328,24.9972,0,20170927,8,上班尖峰,信義區,雙溪區
121.5717,25.0304,121.3468,24.9571,0,20170927,8,上班尖峰,信義區,鶯歌區
121.5924,25.0841,121.4164,24.8824,0,20170927,8,上班尖峰,內湖區,三峽區
121.5924,25.0841,121.5136,25.2331,0,20170927,8,上班尖峰,內湖區,三芝區
121.5924,25.0841,121.4874,25.0631,1,20170927,8,上班尖峰,內湖區,三重區
121.5924,25.0841,121.4940,24.9906,1,20170927,8,上班尖峰,內湖區,中和區
121.5924,25.0841,121.5385,25.0702,7,20170927,8,上班尖峰,內湖區,中山區
121.5924,25.0841,121.5198,25.0320,8,20170927,8,上班尖峰,內湖區,中正區
121.5924,25.0841,121.4331,25.0962,0,20170927,8,上班尖峰,內湖區,五股區
121.5924,25.0841,121.5717,25.0304,126,20170927,8,上班尖峰,內湖區,信義區
121.5924,25.0841,121.5924,25.0841,22,20170927,8,上班尖峰,內湖區,內湖區
121.5924,25.0841,121.4118,25.1389,0,20170927,8,上班尖峰,內湖區,八里區
121.5924,25.0841,121.5173,25.1474,3,20170927,8,上班尖峰,內湖區,北投區
121.5924,25.0841,121.6094,25.0364,3,20170927,8,上班尖峰,內湖區,南港區
121.5924,25.0841,121.4455,24.9644,0,20170927,8,上班尖峰,內湖區,土城區
121.5924,25.0841,121.7240,24.9107,0,20170927,8,上班尖峰,內湖區,坪林區
121.5924,25.0841,121.5515,25.1257,1,20170927,8,上班尖峰,內湖區,士林區
121.5924,25.0841,121.5139,25.0622,0,20170927,8,上班尖峰,內湖區,大同區
121.5924,25.0841,121.5438,25.0256,96,20170927,8,上班尖峰,內湖區,大安區
121.5924,25.0841,121.7578,25.0260,0,20170927,8,上班尖峰,內湖區,平溪區
121.5924,25.0841,121.5744,24.9882,1,20170927,8,上班尖峰,內湖區,文山區
121.5924,25.0841,121.5318,24.9305,1,20170927,8,上班尖峰,內湖區,新店區
121.5924,25.0841,121.4381,25.0354,0,20170927,8,上班尖峰,內湖區,新莊區
121.5924,25.0841,121.5578,25.0587,4,20170927,8,上班尖峰,內湖區,松山區
121.5924,25.0841,121.4576,25.0115,0,20170927,8,上班尖峰,內湖區,板橋區
121.5924,25.0841,121.3510,25.1015,0,20170927,8,上班尖峰,內湖區,林口區
121.5924,25.0841,121.4013,24.9802,0,20170927,8,上班尖峰,內湖區,樹林區
121.5924,25.0841,121.5157,25.0079,1,20170927,8,上班尖峰,內湖區,永和區
121.5924,25.0841,121.6552,25.0733,2,20170927,8,上班尖峰,內湖區,汐止區
121.5924,25.0841,121.4164,25.0558,0,20170927,8,上班尖峰,內湖區,泰山區
121.5924,25.0841,121.4626,25.1900,0,20170927,8,上班尖峰,內湖區,淡水區
121.5924,25.0841,121.6199,24.9981,1,20170927,8,上班尖峰,內湖區,深坑區
121.5924,25.0841,121.5412,24.7882,0,20170927,8,上班尖峰,內湖區,烏來區
121.5924,25.0841,121.8265,25.1005,0,20170927,8,上班尖峰,內湖區,瑞芳區
121.5924,25.0841,121.6472,24.9470,0,20170927,8,上班尖峰,內湖區,石碇區
121.5924,25.0841,121.5681,25.2673,0,20170927,8,上班尖峰,內湖區,石門區
121.5924,25.0841,121.4968,25.0283,0,20170927,8,上班尖峰,內湖區,萬華區
121.5924,25.0841,121.6458,25.1771,0,20170927,8,上班尖峰,內湖區,萬里區
121.5924,25.0841,121.4715,25.0894,0,20170927,8,上班尖峰,內湖區,蘆洲區
121.5924,25.0841,121.9207,25.0259,0,20170927,8,上班尖峰,內湖區,貢寮區
121.5924,25.0841,121.6070,25.2182,0,20170927,8,上班尖峰,內湖區,金山區
121.5924,25.0841,121.8328,24.9972,0,20170927,8,上班尖峰,內湖區,雙溪區
121.5924,25.0841,121.3468,24.9571,0,20170927,8,上班尖峰,內湖區,鶯歌區
121.4118,25.1389,121.4164,24.8824,0,20170927,8,上班尖峰,八里區,三峽區
121.4118,25.1389,121.5136,25.2331,0,20170927,8,上班尖峰,八里區,三芝區
121.4118,25.1389,121.4874,25.0631,0,20170927,8,上班尖峰,八里區,三重區
121.4118,25.1389,121.4940,24.9906,0,20170927,8,上班尖峰,八里區,中和區
121.4118,25.1389,121.5385,25.0702,0,20170927,8,上班尖峰,八里區,中山區
121.4118,25.1389,121.5198,25.0320,1,20170927,8,上班尖峰,八里區,中正區
121.4118,25.1389,121.4331,25.0962,0,20170927,8,上班尖峰,八里區,五股區
121.4118,25.1389,121.5717,25.0304,6,20170927,8,上班尖峰,八里區,信義區
121.4118,25.1389,121.5924,25.0841,1,20170927,8,上班尖峰,八里區,內湖區
121.4118,25.1389,121.4118,25.1389,0,20170927,8,上班尖峰,八里區,八里區
121.4118,25.1389,121.5173,25.1474,0,20170927,8,上班尖峰,八里區,北投區
121.4118,25.1389,121.6094,25.0364,0,20170927,8,上班尖峰,八里區,南港區
